sep=,
File............:  30cycle - JAN;12.2023
System..........:  
Temperature.....:  -0.0+-0.0C
Time............:  11:20:46-12:41:18
Slewrate........:  10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
Reference.......:   0.5498549;  1.2776189 PO/PF  0; 3444
Cyclic voltammogram
Lines:   15100
Columns: 8
Number,Time/s,Potential/V,Current/A,TC:K;V=201/C,TC:K;V=201/C,NTC/C,pos_x_fi/m,pos_x_la/m
1877,6.003e+02,1.005631,4.873e-06,9.180e+00,8.740e+00,4.006e+01,9.853e-02,4.140e-02
1878,6.006e+02,1.002437,4.492e-06,9.176e+00,8.737e+00,4.007e+01,9.853e-02,4.140e-02
1879,6.010e+02,0.999243,4.144e-06,9.179e+00,8.739e+00,4.007e+01,9.853e-02,4.140e-02
1880,6.013e+02,0.996049,3.805e-06,9.178e+00,8.737e+00,4.007e+01,9.853e-02,4.140e-02
1881,6.016e+02,0.992855,3.491e-06,9.177e+00,8.736e+00,4.006e+01,9.853e-02,4.140e-02
1882,6.019e+02,0.989661,3.201e-06,9.178e+00,8.737e+00,4.006e+01,9.853e-02,4.140e-02
1883,6.022e+02,0.986467,2.910e-06,9.177e+00,8.736e+00,4.006e+01,9.853e-02,4.140e-02
1884,6.026e+02,0.983273,2.645e-06,9.176e+00,8.736e+00,4.007e+01,9.853e-02,4.140e-02
1885,6.029e+02,0.980078,2.397e-06,9.179e+00,8.737e+00,4.007e+01,9.853e-02,4.140e-02
1886,6.032e+02,0.976884,2.160e-06,9.179e+00,8.739e+00,4.007e+01,9.853e-02,4.140e-02
1887,6.035e+02,0.973690,1.926e-06,9.177e+00,8.737e+00,4.007e+01,9.853e-02,4.140e-02
1888,6.038e+02,0.970496,1.707e-06,9.178e+00,8.738e+00,4.007e+01,9.853e-02,4.140e-02
1889,6.042e+02,0.967302,1.507e-06,9.177e+00,8.737e+00,4.007e+01,9.853e-02,4.140e-02
1890,6.045e+02,0.964108,1.308e-06,9.176e+00,8.736e+00,4.007e+01,9.853e-02,4.140e-02
1891,6.048e+02,0.960914,1.109e-06,9.177e+00,8.737e+00,4.007e+01,9.853e-02,4.140e-02
1892,6.051e+02,0.957720,9.248e-07,9.177e+00,8.738e+00,4.007e+01,9.853e-02,4.140e-02
1893,6.054e+02,0.954526,7.389e-07,9.177e+00,8.735e+00,4.007e+01,9.853e-02,4.140e-02
1894,6.058e+02,0.951172,5.738e-07,9.180e+00,8.739e+00,4.007e+01,9.853e-02,4.140e-02
1895,6.061e+02,0.947978,4.093e-07,9.178e+00,8.738e+00,4.007e+01,9.853e-02,4.140e-02
1896,6.064e+02,0.944784,2.565e-07,9.179e+00,8.738e+00,4.008e+01,9.853e-02,4.140e-02
1897,6.067e+02,0.941590,9.792e-08,9.180e+00,8.739e+00,4.008e+01,9.853e-02,4.140e-02
1898,6.070e+02,0.938396,-5.868e-08,9.180e+00,8.739e+00,4.008e+01,9.853e-02,4.140e-02
1899,6.074e+02,0.935202,-2.021e-07,9.178e+00,8.737e+00,4.008e+01,9.853e-02,4.140e-02
1900,6.077e+02,0.932008,-3.452e-07,9.180e+00,8.740e+00,4.008e+01,9.853e-02,4.140e-02
1901,6.080e+02,0.928814,-4.834e-07,9.181e+00,8.739e+00,4.008e+01,9.853e-02,4.140e-02
1902,6.083e+02,0.925620,-6.163e-07,9.179e+00,8.739e+00,4.008e+01,9.853e-02,4.140e-02
1903,6.086e+02,0.922426,-7.598e-07,9.179e+00,8.739e+00,4.007e+01,9.853e-02,4.140e-02
1904,6.090e+02,0.919232,-8.860e-07,9.176e+00,8.736e+00,4.007e+01,9.853e-02,4.140e-02
1905,6.093e+02,0.916038,-1.021e-06,9.179e+00,8.738e+00,4.007e+01,9.853e-02,4.140e-02
1906,6.096e+02,0.912844,-1.153e-06,9.178e+00,8.738e+00,4.006e+01,9.853e-02,4.140e-02
1907,6.099e+02,0.909650,-1.289e-06,9.176e+00,8.735e+00,4.006e+01,9.853e-02,4.140e-02
1908,6.102e+02,0.906456,-1.414e-06,9.177e+00,8.737e+00,4.006e+01,9.853e-02,4.140e-02
1909,6.106e+02,0.903262,-1.539e-06,9.177e+00,8.737e+00,4.006e+01,9.853e-02,4.140e-02
1910,6.109e+02,0.900068,-1.674e-06,9.179e+00,8.738e+00,4.006e+01,9.853e-02,4.140e-02
1911,6.112e+02,0.896874,-1.805e-06,9.178e+00,8.737e+00,4.006e+01,9.853e-02,4.140e-02
1912,6.115e+02,0.893679,-1.931e-06,9.176e+00,8.736e+00,4.007e+01,9.853e-02,4.140e-02
1913,6.118e+02,0.890485,-2.059e-06,9.179e+00,8.739e+00,4.007e+01,9.853e-02,4.140e-02
1914,6.122e+02,0.887291,-2.193e-06,9.179e+00,8.739e+00,4.007e+01,9.853e-02,4.140e-02
1915,6.125e+02,0.883938,-2.326e-06,9.179e+00,8.739e+00,4.008e+01,9.853e-02,4.140e-02
1916,6.128e+02,0.880744,-2.462e-06,9.180e+00,8.740e+00,4.008e+01,9.853e-02,4.140e-02
1917,6.131e+02,0.877550,-2.601e-06,9.178e+00,8.738e+00,4.008e+01,9.853e-02,4.140e-02
1918,6.134e+02,0.874356,-2.738e-06,9.182e+00,8.741e+00,4.008e+01,9.853e-02,4.140e-02
1919,6.138e+02,0.871161,-2.890e-06,9.177e+00,8.736e+00,4.008e+01,9.853e-02,4.140e-02
1920,6.141e+02,0.867967,-3.040e-06,9.180e+00,8.739e+00,4.008e+01,9.853e-02,4.140e-02
1921,6.144e+02,0.864773,-3.195e-06,9.178e+00,8.738e+00,4.009e+01,9.853e-02,4.140e-02
1922,6.147e+02,0.861579,-3.363e-06,9.183e+00,8.742e+00,4.009e+01,9.853e-02,4.140e-02
1923,6.150e+02,0.858385,-3.514e-06,9.180e+00,8.739e+00,4.009e+01,9.853e-02,4.140e-02
1924,6.154e+02,0.855191,-3.691e-06,9.181e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1925,6.157e+02,0.851997,-3.864e-06,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1926,6.160e+02,0.848803,-4.056e-06,9.179e+00,8.739e+00,4.009e+01,9.853e-02,4.140e-02
1927,6.163e+02,0.845609,-4.242e-06,9.178e+00,8.738e+00,4.009e+01,9.853e-02,4.140e-02
1928,6.166e+02,0.842415,-4.440e-06,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1929,6.170e+02,0.839221,-4.648e-06,9.179e+00,8.738e+00,4.009e+01,9.853e-02,4.140e-02
1930,6.173e+02,0.836027,-4.869e-06,9.180e+00,8.739e+00,4.009e+01,9.853e-02,4.140e-02
1931,6.176e+02,0.832833,-5.097e-06,9.181e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
1932,6.179e+02,0.829639,-5.332e-06,9.179e+00,8.739e+00,4.009e+01,9.853e-02,4.140e-02
1933,6.182e+02,0.826445,-5.588e-06,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1934,6.186e+02,0.823251,-5.857e-06,9.184e+00,8.742e+00,4.009e+01,9.853e-02,4.140e-02
1935,6.189e+02,0.820057,-6.144e-06,9.181e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1936,6.192e+02,0.816863,-6.433e-06,9.181e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1937,6.195e+02,0.813669,-6.747e-06,9.179e+00,8.739e+00,4.010e+01,9.853e-02,4.140e-02
1938,6.198e+02,0.810475,-7.083e-06,9.183e+00,8.743e+00,4.010e+01,9.853e-02,4.140e-02
1939,6.202e+02,0.807121,-7.441e-06,9.181e+00,8.739e+00,4.010e+01,9.853e-02,4.140e-02
1940,6.205e+02,0.803927,-7.820e-06,9.179e+00,8.738e+00,4.010e+01,9.853e-02,4.140e-02
1941,6.208e+02,0.800733,-8.216e-06,9.182e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1942,6.211e+02,0.797539,-8.641e-06,9.182e+00,8.742e+00,4.010e+01,9.853e-02,4.140e-02
1943,6.214e+02,0.794345,-9.095e-06,9.182e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
1944,6.218e+02,0.791151,-9.582e-06,9.181e+00,8.740e+00,4.010e+01,9.853e-02,4.140e-02
1945,6.221e+02,0.787957,-1.009e-05,9.180e+00,8.740e+00,4.010e+01,9.853e-02,4.140e-02
1946,6.224e+02,0.784762,-1.065e-05,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1947,6.227e+02,0.781568,-1.124e-05,9.179e+00,8.739e+00,4.009e+01,9.853e-02,4.140e-02
1948,6.230e+02,0.778374,-1.189e-05,9.182e+00,8.742e+00,4.009e+01,9.853e-02,4.140e-02
1949,6.234e+02,0.775180,-1.258e-05,9.183e+00,8.743e+00,4.010e+01,9.853e-02,4.140e-02
1950,6.237e+02,0.771986,-1.332e-05,9.182e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1951,6.240e+02,0.768792,-1.414e-05,9.183e+00,8.743e+00,4.010e+01,9.853e-02,4.140e-02
1952,6.243e+02,0.765598,-1.501e-05,9.183e+00,8.742e+00,4.010e+01,9.853e-02,4.140e-02
1953,6.246e+02,0.762404,-1.596e-05,9.184e+00,8.743e+00,4.010e+01,9.853e-02,4.140e-02
1954,6.250e+02,0.759210,-1.700e-05,9.182e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1955,6.253e+02,0.756016,-1.812e-05,9.182e+00,8.742e+00,4.010e+01,9.853e-02,4.140e-02
1956,6.256e+02,0.752822,-1.935e-05,9.183e+00,8.742e+00,4.010e+01,9.853e-02,4.140e-02
1957,6.259e+02,0.749628,-2.072e-05,9.183e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1958,6.262e+02,0.746434,-2.220e-05,9.181e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1959,6.266e+02,0.743240,-2.384e-05,9.181e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1960,6.269e+02,0.740046,-2.565e-05,9.182e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1961,6.272e+02,0.736852,-2.764e-05,9.181e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1962,6.275e+02,0.733498,-2.984e-05,9.182e+00,8.742e+00,4.010e+01,9.853e-02,4.140e-02
1963,6.278e+02,0.730304,-3.231e-05,9.181e+00,8.741e+00,4.011e+01,9.853e-02,4.140e-02
1964,6.282e+02,0.727110,-3.505e-05,9.182e+00,8.742e+00,4.011e+01,9.853e-02,4.140e-02
1965,6.285e+02,0.723916,-3.811e-05,9.183e+00,8.742e+00,4.011e+01,9.853e-02,4.140e-02
1966,6.288e+02,0.720722,-4.152e-05,9.184e+00,8.743e+00,4.011e+01,9.853e-02,4.140e-02
1967,6.291e+02,0.717528,-4.536e-05,9.183e+00,8.742e+00,4.011e+01,9.853e-02,4.140e-02
1968,6.294e+02,0.714334,-4.963e-05,9.181e+00,8.741e+00,4.011e+01,9.853e-02,4.140e-02
1969,6.298e+02,0.711140,-5.446e-05,9.182e+00,8.742e+00,4.011e+01,9.853e-02,4.140e-02
1970,6.301e+02,0.707946,-5.985e-05,9.184e+00,8.743e+00,4.011e+01,9.853e-02,4.140e-02
1971,6.304e+02,0.704752,-6.589e-05,9.181e+00,8.740e+00,4.011e+01,9.853e-02,4.140e-02
1972,6.307e+02,0.701558,-7.263e-05,9.185e+00,8.744e+00,4.011e+01,9.853e-02,4.140e-02
1973,6.310e+02,0.698363,-8.012e-05,9.182e+00,8.742e+00,4.011e+01,9.853e-02,4.140e-02
1974,6.314e+02,0.695169,-8.839e-05,9.184e+00,8.743e+00,4.010e+01,9.853e-02,4.140e-02
1975,6.317e+02,0.691975,-9.742e-05,9.182e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1976,6.320e+02,0.688781,-1.072e-04,9.178e+00,8.738e+00,4.009e+01,9.853e-02,4.140e-02
1977,6.323e+02,0.685587,-1.177e-04,9.181e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1978,6.326e+02,0.682393,-1.287e-04,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1979,6.330e+02,0.679199,-1.402e-04,9.181e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
1980,6.333e+02,0.676005,-1.519e-04,9.180e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
1981,6.336e+02,0.672811,-1.633e-04,9.181e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1982,6.339e+02,0.669617,-1.741e-04,9.178e+00,8.738e+00,4.009e+01,9.853e-02,4.140e-02
1983,6.342e+02,0.666423,-1.838e-04,9.179e+00,8.740e+00,4.008e+01,9.853e-02,4.140e-02
1984,6.346e+02,0.663069,-1.917e-04,9.181e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
1985,6.349e+02,0.659875,-1.974e-04,9.182e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1986,6.352e+02,0.656681,-2.003e-04,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1987,6.355e+02,0.653487,-2.001e-04,9.180e+00,8.739e+00,4.009e+01,9.853e-02,4.140e-02
1988,6.358e+02,0.650293,-1.967e-04,9.181e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
1989,6.362e+02,0.647099,-1.901e-04,9.181e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1990,6.365e+02,0.643905,-1.806e-04,9.181e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
1991,6.368e+02,0.640711,-1.688e-04,9.181e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
1992,6.371e+02,0.637517,-1.554e-04,9.180e+00,8.740e+00,4.010e+01,9.853e-02,4.140e-02
1993,6.374e+02,0.634323,-1.412e-04,9.184e+00,8.743e+00,4.010e+01,9.853e-02,4.140e-02
1994,6.378e+02,0.631129,-1.269e-04,9.181e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1995,6.381e+02,0.627935,-1.133e-04,9.181e+00,8.741e+00,4.010e+01,9.853e-02,4.140e-02
1996,6.384e+02,0.624741,-1.007e-04,9.180e+00,8.740e+00,4.010e+01,9.853e-02,4.140e-02
1997,6.387e+02,0.621547,-8.957e-05,9.183e+00,8.742e+00,4.010e+01,9.853e-02,4.140e-02
1998,6.390e+02,0.618353,-7.986e-05,9.183e+00,8.742e+00,4.009e+01,9.853e-02,4.140e-02
1999,6.394e+02,0.615159,-7.156e-05,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
2000,6.397e+02,0.611965,-6.455e-05,9.182e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
2001,6.400e+02,0.608770,-5.865e-05,9.182e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
2002,6.403e+02,0.605576,-5.370e-05,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
2003,6.406e+02,0.602382,-4.949e-05,9.180e+00,8.739e+00,4.009e+01,9.853e-02,4.140e-02
2004,6.410e+02,0.599188,-4.594e-05,9.180e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
2005,6.413e+02,0.595994,-4.291e-05,9.181e+00,8.740e+00,4.009e+01,9.853e-02,4.140e-02
2006,6.416e+02,0.592800,-4.029e-05,9.181e+00,8.741e+00,4.009e+01,9.853e-02,4.140e-02
2007,6.419e+02,0.589446,-3.800e-05,9.183e+00,8.743e+00,4.009e+01,9.853e-02,4.140e-02
2008,6.422e+02,0.586252,-3.598e-05,9.180e+00,8.739e+00,4.010e+01,9.853e-02,4.140e-02
2009,6.426e+02,0.583058,-3.420e-05,9.182e+00,8.740e+00,4.010e+01,9.853e-02,4.140e-02
2010,6.429e+02,0.579864,-3.260e-05,9.183e+00,8.743e+00,4.011e+01,9.853e-02,4.140e-02
2011,6.432e+02,0.576670,-3.116e-05,9.180e+00,8.740e+00,4.011e+01,9.853e-02,4.140e-02
2012,6.435e+02,0.573476,-2.983e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2013,6.438e+02,0.570282,-2.862e-05,9.184e+00,8.743e+00,4.011e+01,9.853e-02,4.140e-02
2014,6.442e+02,0.567088,-2.748e-05,9.183e+00,8.742e+00,4.011e+01,9.853e-02,4.140e-02
2015,6.445e+02,0.563894,-2.642e-05,9.182e+00,8.741e+00,4.011e+01,9.853e-02,4.140e-02
2016,6.448e+02,0.560700,-2.543e-05,9.185e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2017,6.451e+02,0.557506,-2.446e-05,9.182e+00,8.742e+00,4.012e+01,9.853e-02,4.140e-02
2018,6.454e+02,0.554312,-2.354e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2019,6.458e+02,0.551118,-2.265e-05,9.185e+00,8.745e+00,4.012e+01,9.853e-02,4.140e-02
2020,6.461e+02,0.547924,-2.176e-05,9.184e+00,8.744e+00,4.012e+01,9.853e-02,4.140e-02
2021,6.464e+02,0.544730,-2.091e-05,9.186e+00,8.745e+00,4.012e+01,9.853e-02,4.140e-02
2022,6.467e+02,0.541536,-2.007e-05,9.183e+00,8.742e+00,4.012e+01,9.853e-02,4.140e-02
2023,6.470e+02,0.538342,-1.925e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2024,6.474e+02,0.535148,-1.844e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2025,6.477e+02,0.531954,-1.766e-05,9.186e+00,8.745e+00,4.012e+01,9.853e-02,4.140e-02
2026,6.480e+02,0.528760,-1.692e-05,9.185e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2027,6.483e+02,0.525566,-1.622e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2028,6.486e+02,0.522371,-1.555e-05,9.183e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2029,6.490e+02,0.519177,-1.495e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2030,6.493e+02,0.515824,-1.439e-05,9.184e+00,8.744e+00,4.012e+01,9.853e-02,4.140e-02
2031,6.496e+02,0.512630,-1.387e-05,9.184e+00,8.744e+00,4.012e+01,9.853e-02,4.140e-02
2032,6.499e+02,0.509436,-1.341e-05,9.186e+00,8.746e+00,4.012e+01,9.853e-02,4.140e-02
2033,6.502e+02,0.506242,-1.297e-05,9.182e+00,8.742e+00,4.011e+01,9.853e-02,4.140e-02
2034,6.506e+02,0.503048,-1.256e-05,9.184e+00,8.744e+00,4.011e+01,9.853e-02,4.140e-02
2035,6.509e+02,0.499853,-1.218e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2036,6.512e+02,0.496659,-1.179e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2037,6.515e+02,0.493465,-1.143e-05,9.182e+00,8.742e+00,4.012e+01,9.853e-02,4.140e-02
2038,6.518e+02,0.490271,-1.106e-05,9.184e+00,8.744e+00,4.012e+01,9.853e-02,4.140e-02
2039,6.522e+02,0.487077,-1.070e-05,9.184e+00,8.743e+00,4.012e+01,9.853e-02,4.140e-02
2040,6.525e+02,0.483883,-1.035e-05,9.186e+00,8.745e+00,4.012e+01,9.853e-02,4.140e-02
2041,6.528e+02,0.480689,-1.002e-05,9.186e+00,8.744e+00,4.013e+01,9.853e-02,4.140e-02
2042,6.531e+02,0.477495,-9.688e-06,9.183e+00,8.742e+00,4.012e+01,9.853e-02,4.140e-02
2043,6.534e+02,0.474301,-9.362e-06,9.185e+00,8.744e+00,4.012e+01,9.853e-02,4.140e-02
2044,6.538e+02,0.471107,-9.054e-06,9.182e+00,8.742e+00,4.012e+01,9.853e-02,4.140e-02
2045,6.541e+02,0.467913,-8.731e-06,9.186e+00,8.745e+00,4.013e+01,9.853e-02,4.140e-02
2046,6.544e+02,0.464719,-8.446e-06,9.186e+00,8.744e+00,4.013e+01,9.853e-02,4.140e-02
2047,6.547e+02,0.461525,-8.148e-06,9.183e+00,8.742e+00,4.013e+01,9.853e-02,4.140e-02
2048,6.550e+02,0.458331,-7.862e-06,9.185e+00,8.745e+00,4.013e+01,9.853e-02,4.140e-02
2049,6.554e+02,0.455137,-7.580e-06,9.186e+00,8.745e+00,4.012e+01,9.853e-02,4.140e-02
2050,6.557e+02,0.451943,-7.307e-06,9.184e+00,8.744e+00,4.012e+01,9.853e-02,4.140e-02
2051,6.560e+02,0.448749,-7.050e-06,9.185e+00,8.744e+00,4.012e+01,9.853e-02,4.140e-02
2052,6.563e+02,0.445395,-6.792e-06,9.185e+00,8.743e+00,4.013e+01,9.853e-02,4.140e-02
2053,6.566e+02,0.442201,-6.563e-06,9.184e+00,8.743e+00,4.013e+01,9.853e-02,4.140e-02
2054,6.570e+02,0.439007,-6.346e-06,9.185e+00,8.744e+00,4.013e+01,9.853e-02,4.140e-02
2055,6.573e+02,0.435813,-6.127e-06,9.186e+00,8.745e+00,4.013e+01,9.853e-02,4.140e-02
2056,6.576e+02,0.432619,-5.925e-06,9.185e+00,8.743e+00,4.013e+01,9.853e-02,4.140e-02
2057,6.579e+02,0.429425,-5.727e-06,9.185e+00,8.745e+00,4.013e+01,9.853e-02,4.140e-02
2058,6.582e+02,0.426231,-5.541e-06,9.188e+00,8.747e+00,4.013e+01,9.853e-02,4.140e-02
2059,6.586e+02,0.423037,-5.380e-06,9.186e+00,8.745e+00,4.013e+01,9.853e-02,4.140e-02
2060,6.589e+02,0.419843,-5.224e-06,9.185e+00,8.744e+00,4.013e+01,9.853e-02,4.140e-02
2061,6.592e+02,0.416649,-5.082e-06,9.185e+00,8.745e+00,4.013e+01,9.853e-02,4.140e-02
2062,6.595e+02,0.413454,-4.947e-06,9.187e+00,8.746e+00,4.014e+01,9.853e-02,4.140e-02
2063,6.598e+02,0.410260,-4.836e-06,9.185e+00,8.746e+00,4.014e+01,9.853e-02,4.140e-02
2064,6.602e+02,0.407066,-4.741e-06,9.187e+00,8.745e+00,4.014e+01,9.853e-02,4.140e-02
2065,6.605e+02,0.403872,-4.622e-06,9.186e+00,8.745e+00,4.014e+01,9.853e-02,4.140e-02
2066,6.608e+02,0.400678,-4.535e-06,9.186e+00,8.745e+00,4.015e+01,9.853e-02,4.140e-02
2067,6.611e+02,0.397484,-4.464e-06,9.187e+00,8.745e+00,4.015e+01,9.853e-02,4.140e-02
2068,6.614e+02,0.394290,-4.375e-06,9.189e+00,8.747e+00,4.015e+01,9.853e-02,4.140e-02
2069,6.618e+02,0.391096,-4.319e-06,9.186e+00,8.746e+00,4.015e+01,9.853e-02,4.140e-02
2070,6.621e+02,0.387902,-4.261e-06,9.187e+00,8.746e+00,4.014e+01,9.853e-02,4.140e-02
2071,6.624e+02,0.384708,-4.201e-06,9.188e+00,8.746e+00,4.015e+01,9.853e-02,4.140e-02
2072,6.627e+02,0.381514,-4.162e-06,9.186e+00,8.745e+00,4.015e+01,9.853e-02,4.140e-02
2073,6.630e+02,0.378320,-4.110e-06,9.187e+00,8.746e+00,4.015e+01,9.853e-02,4.140e-02
2074,6.634e+02,0.375126,-4.062e-06,9.185e+00,8.745e+00,4.014e+01,9.853e-02,4.140e-02
2075,6.637e+02,0.371772,-4.037e-06,9.184e+00,8.744e+00,4.014e+01,9.853e-02,4.140e-02
2076,6.640e+02,0.368578,-3.998e-06,9.186e+00,8.745e+00,4.014e+01,9.853e-02,4.140e-02
2077,6.643e+02,0.365384,-3.980e-06,9.187e+00,8.746e+00,4.015e+01,9.853e-02,4.140e-02
2078,6.646e+02,0.362190,-3.961e-06,9.189e+00,8.749e+00,4.015e+01,9.853e-02,4.140e-02
2079,6.650e+02,0.358996,-3.934e-06,9.186e+00,8.745e+00,4.015e+01,9.853e-02,4.140e-02
2080,6.653e+02,0.355802,-3.925e-06,9.188e+00,8.747e+00,4.015e+01,9.853e-02,4.140e-02
2081,6.656e+02,0.352608,-3.902e-06,9.188e+00,8.748e+00,4.015e+01,9.853e-02,4.140e-02
2082,6.659e+02,0.349414,-3.897e-06,9.188e+00,8.748e+00,4.016e+01,9.853e-02,4.140e-02
2083,6.662e+02,0.346220,-3.873e-06,9.188e+00,8.747e+00,4.016e+01,9.853e-02,4.140e-02
2084,6.666e+02,0.343026,-3.872e-06,9.190e+00,8.749e+00,4.016e+01,9.853e-02,4.140e-02
2085,6.669e+02,0.339832,-3.868e-06,9.190e+00,8.750e+00,4.016e+01,9.853e-02,4.140e-02
2086,6.672e+02,0.336638,-3.857e-06,9.187e+00,8.746e+00,4.016e+01,9.853e-02,4.140e-02
2087,6.675e+02,0.333444,-3.847e-06,9.190e+00,8.749e+00,4.016e+01,9.853e-02,4.140e-02
2088,6.678e+02,0.330250,-3.842e-06,9.186e+00,8.746e+00,4.016e+01,9.853e-02,4.140e-02
2089,6.682e+02,0.327055,-3.834e-06,9.187e+00,8.747e+00,4.015e+01,9.853e-02,4.140e-02
2090,6.685e+02,0.323861,-3.843e-06,9.186e+00,8.746e+00,4.015e+01,9.853e-02,4.140e-02
2091,6.688e+02,0.320667,-3.837e-06,9.187e+00,8.747e+00,4.015e+01,9.853e-02,4.140e-02
2092,6.691e+02,0.317473,-3.842e-06,9.187e+00,8.746e+00,4.015e+01,9.853e-02,4.140e-02
2093,6.694e+02,0.314279,-3.846e-06,9.188e+00,8.747e+00,4.015e+01,9.853e-02,4.140e-02
2094,6.698e+02,0.311085,-3.844e-06,9.188e+00,8.747e+00,4.015e+01,9.853e-02,4.140e-02
2095,6.701e+02,0.307891,-3.845e-06,9.186e+00,8.746e+00,4.015e+01,9.853e-02,4.140e-02
2096,6.704e+02,0.304697,-3.863e-06,9.189e+00,8.748e+00,4.015e+01,9.853e-02,4.140e-02
2097,6.707e+02,0.301503,-3.507e-06,9.188e+00,8.747e+00,4.016e+01,9.853e-02,4.140e-02
2098,6.710e+02,0.302302,4.372e-07,9.189e+00,8.748e+00,4.016e+01,9.853e-02,4.140e-02
2099,6.714e+02,0.305496,9.064e-07,9.188e+00,8.747e+00,4.016e+01,9.853e-02,4.140e-02
2100,6.717e+02,0.308690,1.139e-06,9.187e+00,8.747e+00,4.016e+01,9.853e-02,4.140e-02
2101,6.720e+02,0.311884,1.281e-06,9.187e+00,8.746e+00,4.015e+01,9.853e-02,4.140e-02
2102,6.723e+02,0.315078,1.401e-06,9.185e+00,8.745e+00,4.015e+01,9.853e-02,4.140e-02
2103,6.726e+02,0.318272,1.485e-06,9.184e+00,8.743e+00,4.015e+01,9.853e-02,4.140e-02
2104,6.730e+02,0.321466,1.565e-06,9.187e+00,8.747e+00,4.016e+01,9.853e-02,4.140e-02
2105,6.733e+02,0.324660,1.617e-06,9.188e+00,8.746e+00,4.016e+01,9.853e-02,4.140e-02
2106,6.736e+02,0.327854,1.662e-06,9.191e+00,8.750e+00,4.016e+01,9.853e-02,4.140e-02
2107,6.739e+02,0.331048,1.708e-06,9.188e+00,8.747e+00,4.016e+01,9.853e-02,4.140e-02
2108,6.742e+02,0.334242,1.746e-06,9.190e+00,8.748e+00,4.017e+01,9.853e-02,4.140e-02
2109,6.746e+02,0.337436,1.768e-06,9.189e+00,8.748e+00,4.017e+01,9.853e-02,4.140e-02
2110,6.749e+02,0.340630,1.798e-06,9.189e+00,8.748e+00,4.018e+01,9.853e-02,4.140e-02
2111,6.752e+02,0.343824,1.824e-06,9.189e+00,8.749e+00,4.018e+01,9.853e-02,4.140e-02
2112,6.755e+02,0.347018,1.845e-06,9.190e+00,8.748e+00,4.017e+01,9.853e-02,4.140e-02
2113,6.758e+02,0.350372,1.858e-06,9.190e+00,8.749e+00,4.017e+01,9.853e-02,4.140e-02
