sep=,
File............:  30cycle - JAN;12.2023
System..........:  
Temperature.....:  -0.0+-0.0C
Time............:  11:20:46-12:41:18
Slewrate........:  10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
Reference.......:   0.5498549;  1.2776189 PO/PF  0; 3444
Cyclic voltammogram
Lines:   15100
Columns: 8
Number,Time/s,Potential/V,Current/A,TC:K;V=201/C,TC:K;V=201/C,NTC/C,pos_x_fi/m,pos_x_la/m
9056,2.898e+03,0.432619,-5.020e-06,9.302e+00,8.858e+00,4.122e+01,9.853e-02,4.140e-02
9057,2.898e+03,0.429425,-4.885e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9058,2.898e+03,0.426231,-4.739e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9059,2.899e+03,0.423037,-4.601e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9060,2.899e+03,0.419843,-4.472e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9061,2.899e+03,0.416649,-4.353e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9062,2.900e+03,0.413454,-4.235e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9063,2.900e+03,0.410260,-4.116e-06,9.305e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
9064,2.900e+03,0.407066,-4.022e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9065,2.900e+03,0.403872,-3.915e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9066,2.901e+03,0.400678,-3.820e-06,9.305e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
9067,2.901e+03,0.397484,-3.735e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9068,2.901e+03,0.394290,-3.652e-06,9.301e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
9069,2.902e+03,0.391096,-3.579e-06,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9070,2.902e+03,0.387902,-3.513e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9071,2.902e+03,0.384708,-3.464e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9072,2.903e+03,0.381514,-3.406e-06,9.305e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
9073,2.903e+03,0.378320,-3.364e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9074,2.903e+03,0.375126,-3.329e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9075,2.904e+03,0.371772,-3.300e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9076,2.904e+03,0.368578,-3.259e-06,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9077,2.904e+03,0.365384,-3.232e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9078,2.905e+03,0.362190,-3.223e-06,9.302e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9079,2.905e+03,0.358996,-3.204e-06,9.305e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
9080,2.905e+03,0.355802,-3.187e-06,9.303e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
9081,2.906e+03,0.352608,-3.170e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9082,2.906e+03,0.349414,-3.172e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9083,2.906e+03,0.346220,-3.171e-06,9.306e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
9084,2.907e+03,0.343026,-3.162e-06,9.306e+00,8.862e+00,4.125e+01,9.853e-02,4.140e-02
9085,2.907e+03,0.339832,-3.164e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9086,2.907e+03,0.336638,-3.159e-06,9.305e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
9087,2.908e+03,0.333444,-3.167e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9088,2.908e+03,0.330250,-3.173e-06,9.305e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9089,2.908e+03,0.327055,-3.171e-06,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9090,2.908e+03,0.323861,-3.177e-06,9.301e+00,8.856e+00,4.125e+01,9.853e-02,4.140e-02
9091,2.909e+03,0.320667,-3.190e-06,9.304e+00,8.860e+00,4.126e+01,9.853e-02,4.140e-02
9092,2.909e+03,0.317473,-3.195e-06,9.304e+00,8.858e+00,4.126e+01,9.853e-02,4.140e-02
9093,2.909e+03,0.314279,-3.213e-06,9.305e+00,8.861e+00,4.126e+01,9.853e-02,4.140e-02
9094,2.910e+03,0.311085,-3.223e-06,9.305e+00,8.860e+00,4.126e+01,9.853e-02,4.140e-02
9095,2.910e+03,0.307891,-3.233e-06,9.305e+00,8.860e+00,4.126e+01,9.853e-02,4.140e-02
9096,2.910e+03,0.304697,-3.254e-06,9.306e+00,8.861e+00,4.126e+01,9.853e-02,4.140e-02
9097,2.911e+03,0.301503,-2.972e-06,9.306e+00,8.862e+00,4.126e+01,9.853e-02,4.140e-02
9098,2.911e+03,0.302302,1.026e-07,9.306e+00,8.862e+00,4.126e+01,9.853e-02,4.140e-02
9099,2.911e+03,0.305496,5.051e-07,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9100,2.912e+03,0.308690,7.094e-07,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9101,2.912e+03,0.311884,8.442e-07,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9102,2.912e+03,0.315078,9.408e-07,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9103,2.913e+03,0.318272,1.016e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9104,2.913e+03,0.321466,1.076e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9105,2.913e+03,0.324660,1.128e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9106,2.914e+03,0.327854,1.160e-06,9.304e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9107,2.914e+03,0.331048,1.199e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9108,2.914e+03,0.334242,1.229e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9109,2.915e+03,0.337436,1.265e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9110,2.915e+03,0.340630,1.288e-06,9.306e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9111,2.915e+03,0.343824,1.312e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9112,2.916e+03,0.347018,1.327e-06,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
9113,2.916e+03,0.350212,1.336e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9114,2.916e+03,0.353566,1.360e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9115,2.916e+03,0.356760,1.376e-06,9.306e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
9116,2.917e+03,0.359954,1.380e-06,9.303e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9117,2.917e+03,0.363148,1.388e-06,9.306e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9118,2.917e+03,0.366342,1.399e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9119,2.918e+03,0.369536,1.414e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9120,2.918e+03,0.372730,1.415e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9121,2.918e+03,0.375924,1.423e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9122,2.919e+03,0.379118,1.436e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9123,2.919e+03,0.382313,1.445e-06,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
9124,2.919e+03,0.385507,1.446e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9125,2.920e+03,0.388701,1.443e-06,9.306e+00,8.861e+00,4.124e+01,9.853e-02,4.140e-02
9126,2.920e+03,0.391895,1.462e-06,9.302e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9127,2.920e+03,0.395089,1.462e-06,9.304e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
9128,2.921e+03,0.398283,1.459e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9129,2.921e+03,0.401477,1.464e-06,9.299e+00,8.855e+00,4.124e+01,9.853e-02,4.140e-02
9130,2.921e+03,0.404671,1.460e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9131,2.922e+03,0.407865,1.480e-06,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9132,2.922e+03,0.411059,1.473e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9133,2.922e+03,0.414253,1.480e-06,9.300e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
9134,2.923e+03,0.417447,1.480e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9135,2.923e+03,0.420641,1.484e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9136,2.923e+03,0.423995,1.487e-06,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9137,2.924e+03,0.427189,1.505e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9138,2.924e+03,0.430383,1.513e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9139,2.924e+03,0.433577,1.508e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9140,2.924e+03,0.436771,1.502e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9141,2.925e+03,0.439965,1.507e-06,9.305e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
9142,2.925e+03,0.443159,1.509e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9143,2.925e+03,0.446353,1.508e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9144,2.926e+03,0.449547,1.508e-06,9.303e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9145,2.926e+03,0.452741,1.520e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9146,2.926e+03,0.455935,1.522e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9147,2.927e+03,0.459129,1.532e-06,9.301e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9148,2.927e+03,0.462323,1.531e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9149,2.927e+03,0.465517,1.526e-06,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
9150,2.928e+03,0.468711,1.540e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9151,2.928e+03,0.471906,1.538e-06,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
9152,2.928e+03,0.475100,1.531e-06,9.305e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9153,2.929e+03,0.478294,1.536e-06,9.303e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
9154,2.929e+03,0.481488,1.533e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
9155,2.929e+03,0.484682,1.546e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9156,2.930e+03,0.487876,1.546e-06,9.304e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9157,2.930e+03,0.491070,1.549e-06,9.303e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9158,2.930e+03,0.494264,1.560e-06,9.301e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9159,2.931e+03,0.497618,1.564e-06,9.301e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
9160,2.931e+03,0.500812,1.566e-06,9.299e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
9161,2.931e+03,0.504006,1.575e-06,9.299e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9162,2.932e+03,0.507200,1.575e-06,9.296e+00,8.852e+00,4.121e+01,9.853e-02,4.140e-02
9163,2.932e+03,0.510394,1.578e-06,9.299e+00,8.854e+00,4.120e+01,9.853e-02,4.140e-02
9164,2.932e+03,0.513588,1.593e-06,9.298e+00,8.855e+00,4.120e+01,9.853e-02,4.140e-02
9165,2.932e+03,0.516782,1.588e-06,9.298e+00,8.854e+00,4.121e+01,9.853e-02,4.140e-02
9166,2.933e+03,0.519976,1.601e-06,9.301e+00,8.857e+00,4.121e+01,9.853e-02,4.140e-02
9167,2.933e+03,0.523170,1.603e-06,9.297e+00,8.853e+00,4.121e+01,9.853e-02,4.140e-02
9168,2.933e+03,0.526364,1.606e-06,9.301e+00,8.856e+00,4.121e+01,9.853e-02,4.140e-02
9169,2.934e+03,0.529558,1.617e-06,9.300e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9170,2.934e+03,0.532752,1.616e-06,9.300e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9171,2.934e+03,0.535946,1.625e-06,9.298e+00,8.854e+00,4.122e+01,9.853e-02,4.140e-02
9172,2.935e+03,0.539140,1.640e-06,9.299e+00,8.854e+00,4.121e+01,9.853e-02,4.140e-02
9173,2.935e+03,0.542334,1.644e-06,9.301e+00,8.856e+00,4.120e+01,9.853e-02,4.140e-02
9174,2.935e+03,0.545528,1.661e-06,9.297e+00,8.852e+00,4.120e+01,9.853e-02,4.140e-02
9175,2.936e+03,0.548722,1.661e-06,9.298e+00,8.854e+00,4.120e+01,9.853e-02,4.140e-02
9176,2.936e+03,0.551916,1.662e-06,9.299e+00,8.854e+00,4.120e+01,9.853e-02,4.140e-02
9177,2.936e+03,0.555110,1.669e-06,9.299e+00,8.854e+00,4.120e+01,9.853e-02,4.140e-02
9178,2.937e+03,0.558305,1.679e-06,9.300e+00,8.856e+00,4.120e+01,9.853e-02,4.140e-02
9179,2.937e+03,0.561499,1.680e-06,9.301e+00,8.856e+00,4.120e+01,9.853e-02,4.140e-02
9180,2.937e+03,0.564693,1.691e-06,9.299e+00,8.854e+00,4.121e+01,9.853e-02,4.140e-02
9181,2.938e+03,0.567887,1.693e-06,9.299e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9182,2.938e+03,0.571240,1.710e-06,9.299e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9183,2.938e+03,0.574434,1.718e-06,9.297e+00,8.852e+00,4.121e+01,9.853e-02,4.140e-02
9184,2.939e+03,0.577629,1.735e-06,9.298e+00,8.854e+00,4.121e+01,9.853e-02,4.140e-02
9185,2.939e+03,0.580823,1.746e-06,9.299e+00,8.856e+00,4.121e+01,9.853e-02,4.140e-02
9186,2.939e+03,0.584017,1.744e-06,9.300e+00,8.857e+00,4.121e+01,9.853e-02,4.140e-02
9187,2.940e+03,0.587211,1.758e-06,9.298e+00,8.854e+00,4.121e+01,9.853e-02,4.140e-02
9188,2.940e+03,0.590405,1.771e-06,9.299e+00,8.855e+00,4.120e+01,9.853e-02,4.140e-02
9189,2.940e+03,0.593599,1.791e-06,9.299e+00,8.855e+00,4.120e+01,9.853e-02,4.140e-02
9190,2.940e+03,0.596793,1.805e-06,9.298e+00,8.853e+00,4.120e+01,9.853e-02,4.140e-02
9191,2.941e+03,0.599987,1.820e-06,9.297e+00,8.852e+00,4.120e+01,9.853e-02,4.140e-02
9192,2.941e+03,0.603181,1.842e-06,9.299e+00,8.855e+00,4.120e+01,9.853e-02,4.140e-02
9193,2.941e+03,0.606375,1.851e-06,9.297e+00,8.852e+00,4.119e+01,9.853e-02,4.140e-02
9194,2.942e+03,0.609569,1.871e-06,9.296e+00,8.851e+00,4.119e+01,9.853e-02,4.140e-02
9195,2.942e+03,0.612763,1.897e-06,9.299e+00,8.854e+00,4.119e+01,9.853e-02,4.140e-02
9196,2.942e+03,0.615957,1.907e-06,9.295e+00,8.851e+00,4.119e+01,9.853e-02,4.140e-02
9197,2.943e+03,0.619151,1.929e-06,9.298e+00,8.854e+00,4.119e+01,9.853e-02,4.140e-02
9198,2.943e+03,0.622345,1.948e-06,9.296e+00,8.852e+00,4.119e+01,9.853e-02,4.140e-02
9199,2.943e+03,0.625539,1.957e-06,9.295e+00,8.851e+00,4.119e+01,9.853e-02,4.140e-02
9200,2.944e+03,0.628733,1.970e-06,9.297e+00,8.852e+00,4.120e+01,9.853e-02,4.140e-02
9201,2.944e+03,0.631927,1.975e-06,9.299e+00,8.854e+00,4.120e+01,9.853e-02,4.140e-02
9202,2.944e+03,0.635121,1.993e-06,9.297e+00,8.852e+00,4.120e+01,9.853e-02,4.140e-02
9203,2.945e+03,0.638315,2.012e-06,9.299e+00,8.854e+00,4.120e+01,9.853e-02,4.140e-02
9204,2.945e+03,0.641669,2.013e-06,9.296e+00,8.853e+00,4.120e+01,9.853e-02,4.140e-02
9205,2.945e+03,0.644863,2.018e-06,9.297e+00,8.853e+00,4.120e+01,9.853e-02,4.140e-02
9206,2.946e+03,0.648057,2.035e-06,9.300e+00,8.855e+00,4.120e+01,9.853e-02,4.140e-02
9207,2.946e+03,0.651251,2.041e-06,9.298e+00,8.853e+00,4.120e+01,9.853e-02,4.140e-02
9208,2.946e+03,0.654445,2.057e-06,9.300e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9209,2.947e+03,0.657639,2.072e-06,9.300e+00,8.855e+00,4.120e+01,9.853e-02,4.140e-02
9210,2.947e+03,0.660833,2.091e-06,9.299e+00,8.856e+00,4.120e+01,9.853e-02,4.140e-02
9211,2.947e+03,0.664027,2.114e-06,9.300e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9212,2.948e+03,0.667222,2.136e-06,9.298e+00,8.854e+00,4.121e+01,9.853e-02,4.140e-02
9213,2.948e+03,0.670416,2.168e-06,9.299e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9214,2.948e+03,0.673610,2.208e-06,9.297e+00,8.852e+00,4.121e+01,9.853e-02,4.140e-02
9215,2.948e+03,0.676804,2.229e-06,9.298e+00,8.854e+00,4.120e+01,9.853e-02,4.140e-02
9216,2.949e+03,0.679998,2.276e-06,9.297e+00,8.852e+00,4.120e+01,9.853e-02,4.140e-02
9217,2.949e+03,0.683192,2.311e-06,9.298e+00,8.853e+00,4.120e+01,9.853e-02,4.140e-02
9218,2.949e+03,0.686386,2.339e-06,9.296e+00,8.851e+00,4.120e+01,9.853e-02,4.140e-02
9219,2.950e+03,0.689580,2.385e-06,9.299e+00,8.855e+00,4.120e+01,9.853e-02,4.140e-02
9220,2.950e+03,0.692774,2.424e-06,9.299e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9221,2.950e+03,0.695968,2.470e-06,9.300e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9222,2.951e+03,0.699162,2.532e-06,9.300e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9223,2.951e+03,0.702356,2.583e-06,9.298e+00,8.853e+00,4.121e+01,9.853e-02,4.140e-02
9224,2.951e+03,0.705550,2.644e-06,9.298e+00,8.854e+00,4.121e+01,9.853e-02,4.140e-02
9225,2.952e+03,0.708744,2.704e-06,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9226,2.952e+03,0.711938,2.768e-06,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9227,2.952e+03,0.715292,2.837e-06,9.298e+00,8.853e+00,4.121e+01,9.853e-02,4.140e-02
9228,2.953e+03,0.718486,2.895e-06,9.299e+00,8.854e+00,4.121e+01,9.853e-02,4.140e-02
9229,2.953e+03,0.721680,2.971e-06,9.301e+00,8.856e+00,4.120e+01,9.853e-02,4.140e-02
9230,2.953e+03,0.724874,3.034e-06,9.300e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9231,2.954e+03,0.728068,3.120e-06,9.300e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
9232,2.954e+03,0.731262,3.189e-06,9.301e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
9233,2.954e+03,0.734456,3.263e-06,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9234,2.955e+03,0.737650,3.339e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9235,2.955e+03,0.740844,3.424e-06,9.301e+00,8.855e+00,4.123e+01,9.853e-02,4.140e-02
9236,2.955e+03,0.744038,3.518e-06,9.303e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9237,2.956e+03,0.747232,3.605e-06,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
9238,2.956e+03,0.750426,3.691e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9239,2.956e+03,0.753621,3.771e-06,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9240,2.956e+03,0.756815,3.864e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9241,2.957e+03,0.760009,3.955e-06,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
9242,2.957e+03,0.763203,4.059e-06,9.298e+00,8.854e+00,4.123e+01,9.853e-02,4.140e-02
9243,2.957e+03,0.766397,4.159e-06,9.300e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
9244,2.958e+03,0.769591,4.251e-06,9.304e+00,8.859e+00,4.123e+01,9.853e-02,4.140e-02
9245,2.958e+03,0.772785,4.355e-06,9.302e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
9246,2.958e+03,0.775979,4.457e-06,9.303e+00,8.858e+00,4.122e+01,9.853e-02,4.140e-02
9247,2.959e+03,0.779173,4.563e-06,9.301e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9248,2.959e+03,0.782367,4.668e-06,9.299e+00,8.855e+00,4.123e+01,9.853e-02,4.140e-02
9249,2.959e+03,0.785561,4.785e-06,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9250,2.960e+03,0.788755,4.888e-06,9.301e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9251,2.960e+03,0.792109,5.005e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9252,2.960e+03,0.795303,5.123e-06,9.301e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9253,2.961e+03,0.798497,5.236e-06,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9254,2.961e+03,0.801691,5.361e-06,9.303e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
9255,2.961e+03,0.804885,5.489e-06,9.302e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9256,2.962e+03,0.808079,5.644e-06,9.299e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
9257,2.962e+03,0.811273,5.807e-06,9.298e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
9258,2.962e+03,0.814467,5.994e-06,9.301e+00,8.856e+00,4.121e+01,9.853e-02,4.140e-02
9259,2.963e+03,0.817661,6.214e-06,9.301e+00,8.856e+00,4.121e+01,9.853e-02,4.140e-02
9260,2.963e+03,0.820855,6.495e-06,9.300e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
9261,2.963e+03,0.824049,6.856e-06,9.301e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9262,2.964e+03,0.827243,7.343e-06,9.300e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
9263,2.964e+03,0.830437,8.027e-06,9.301e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9264,2.964e+03,0.833631,9.021e-06,9.299e+00,8.855e+00,4.123e+01,9.853e-02,4.140e-02
9265,2.964e+03,0.836825,1.049e-05,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9266,2.965e+03,0.840019,1.267e-05,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9267,2.965e+03,0.843214,1.591e-05,9.302e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
9268,2.965e+03,0.846408,2.054e-05,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9269,2.966e+03,0.849602,2.676e-05,9.300e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
9270,2.966e+03,0.852796,3.425e-05,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
9271,2.966e+03,0.855990,4.206e-05,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
9272,2.967e+03,0.859343,4.896e-05,9.300e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
9273,2.967e+03,0.862538,5.399e-05,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
9274,2.967e+03,0.865732,5.701e-05,9.300e+00,8.855e+00,4.123e+01,9.853e-02,4.140e-02
9275,2.968e+03,0.868926,5.837e-05,9.299e+00,8.855e+00,4.124e+01,9.853e-02,4.140e-02
9276,2.968e+03,0.872120,5.840e-05,9.299e+00,8.854e+00,4.124e+01,9.853e-02,4.140e-02
9277,2.968e+03,0.875314,5.741e-05,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
9278,2.969e+03,0.878508,5.571e-05,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
9279,2.969e+03,0.881702,5.362e-05,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
9280,2.969e+03,0.884896,5.146e-05,9.300e+00,8.855e+00,4.123e+01,9.853e-02,4.140e-02
9281,2.970e+03,0.888090,4.940e-05,9.301e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9282,2.970e+03,0.891284,4.755e-05,9.302e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
9283,2.970e+03,0.894478,4.593e-05,9.304e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
9284,2.971e+03,0.897672,4.457e-05,9.301e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
9285,2.971e+03,0.900866,4.341e-05,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9286,2.971e+03,0.904060,4.244e-05,9.304e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
9287,2.972e+03,0.907254,4.163e-05,9.298e+00,8.854e+00,4.123e+01,9.853e-02,4.140e-02
9288,2.972e+03,0.910448,4.095e-05,9.302e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
9289,2.972e+03,0.913642,4.039e-05,9.300e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
9290,2.972e+03,0.916836,3.993e-05,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
9291,2.973e+03,0.920030,3.956e-05,9.303e+00,8.858e+00,4.122e+01,9.853e-02,4.140e-02
9292,2.973e+03,0.923224,3.925e-05,9.300e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
9293,2.973e+03,0.926418,3.901e-05,9.300e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
9294,2.974e+03,0.929613,3.883e-05,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
9295,2.974e+03,0.932807,3.870e-05,9.301e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
